id,rss,time_tf,time_rss,position_x,position_y,SA,DA,times,number,length
275,-34.0,54:56.5,54:56.5,3.11,0.01,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,1
276,-35.0,54:56.6,54:56.6,3.13,0.0,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,1
277,-36.0,54:56.7,54:56.7,3.14,-0.03,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,1
278,-38.0,54:56.8,54:56.8,3.14,-0.05,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,1
279,-40.0,54:57.0,54:56.9,3.16,-0.07,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,1
280,-42.0,54:57.1,54:57.0,3.17,-0.08,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,1
281,-43.0,54:57.2,54:57.1,3.19,-0.11,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,1
281,-41.0,54:57.2,54:57.2,3.19,-0.11,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,1
282,-37.0,54:57.3,54:57.3,3.2,-0.13,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,1
283,-39.0,54:57.4,54:57.5,3.21,-0.16,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,1
284,-36.0,54:57.6,54:57.6,3.22,-0.18,50:fa:84:c9:f4:e7,10:6f:d9:a6:f0:55,0,1,1
284,-36.0,54:57.6,54:57.6,3.22,-0.18,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,1
284,-37.0,54:57.6,54:57.6,3.22,-0.18,50:fa:84:c9:f4:e7,10:6f:d9:a6:f0:55,0,1,1
284,-37.0,54:57.6,54:57.6,3.22,-0.18,50:fa:84:c9:f4:e7,10:6f:d9:a6:f0:55,0,1,1
284,-37.0,54:57.6,54:57.6,3.22,-0.18,50:fa:84:c9:f4:e7,10:6f:d9:a6:f0:55,0,1,1
285,-38.0,54:57.7,54:57.6,3.23,-0.2,50:fa:84:c9:f4:e7,10:6f:d9:a6:f0:55,0,1,1
285,-37.0,54:57.7,54:57.6,3.23,-0.2,50:fa:84:c9:f4:e7,10:6f:d9:a6:f0:55,0,1,1
285,-38.0,54:57.7,54:57.6,3.23,-0.2,50:fa:84:c9:f4:e7,10:6f:d9:a6:f0:55,0,1,1
285,-39.0,54:57.7,54:57.6,3.23,-0.2,50:fa:84:c9:f4:e7,10:6f:d9:a6:f0:55,0,1,1
285,-37.0,54:57.7,54:57.6,3.23,-0.2,50:fa:84:c9:f4:e7,10:6f:d9:a6:f0:55,0,1,1
285,-39.0,54:57.7,54:57.7,3.23,-0.2,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,1
285,-40.0,54:57.7,54:57.7,3.23,-0.2,50:fa:84:c9:f4:e7,10:6f:d9:a6:f0:55,0,1,1
285,-38.0,54:57.7,54:57.7,3.23,-0.2,50:fa:84:c9:f4:e7,10:6f:d9:a6:f0:55,0,1,1
285,-40.0,54:57.7,54:57.7,3.23,-0.2,50:fa:84:c9:f4:e7,10:6f:d9:a6:f0:55,0,1,1
285,-39.0,54:57.7,54:57.7,3.23,-0.2,50:fa:84:c9:f4:e7,10:6f:d9:a6:f0:55,0,1,1
285,-38.0,54:57.7,54:57.7,3.23,-0.2,50:fa:84:c9:f4:e7,10:6f:d9:a6:f0:55,0,1,1
285,-39.0,54:57.7,54:57.7,3.23,-0.2,50:fa:84:c9:f4:e7,10:6f:d9:a6:f0:55,0,1,1
285,-39.0,54:57.7,54:57.7,3.23,-0.2,50:fa:84:c9:f4:e7,10:6f:d9:a6:f0:55,0,1,1
286,-38.0,54:57.8,54:57.8,3.25,-0.21,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,2
287,-39.0,54:57.9,54:57.9,3.26,-0.24,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,2
288,-39.0,54:58.0,54:58.0,3.26,-0.26,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,2
288,-36.0,54:58.0,54:58.1,3.26,-0.26,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,2
289,-38.0,54:58.1,54:58.2,3.28,-0.27,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,2
290,-37.0,54:58.3,54:58.3,3.29,-0.29,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,2
291,-37.0,54:58.4,54:58.4,3.29,-0.31,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,3
292,-38.0,54:58.5,54:58.5,3.3,-0.34,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,3
293,-35.0,54:58.6,54:58.6,3.32,-0.36,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,3
293,-34.0,54:58.6,54:58.7,3.32,-0.36,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,3
294,-34.0,54:58.7,54:58.8,3.33,-0.38,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,3
295,-35.0,54:58.9,54:58.9,3.33,-0.4,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,3
296,-38.0,54:59.0,54:59.0,3.33,-0.42,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,4
297,-37.0,54:59.1,54:59.1,3.33,-0.44,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,4
298,-36.0,54:59.2,54:59.2,3.34,-0.46,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,4
299,-34.0,54:59.3,54:59.3,3.34,-0.49,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,4
299,-34.0,54:59.3,54:59.3,3.34,-0.49,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,4
299,-34.0,54:59.3,54:59.3,3.34,-0.49,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,4
299,-35.0,54:59.3,54:59.3,3.34,-0.49,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,4
299,-36.0,54:59.3,54:59.3,3.34,-0.49,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,4
299,-33.0,54:59.3,54:59.4,3.34,-0.49,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,4
299,-33.0,54:59.3,54:59.4,3.34,-0.49,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,4
299,-35.0,54:59.3,54:59.4,3.34,-0.49,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,4
300,-35.0,54:59.5,54:59.4,3.34,-0.51,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,4
300,-31.0,54:59.5,54:59.4,3.34,-0.51,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,4
300,-31.0,54:59.5,54:59.4,3.34,-0.51,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,4
300,-33.0,54:59.5,54:59.4,3.34,-0.51,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,4
300,-34.0,54:59.5,54:59.4,3.34,-0.51,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,4
300,-35.0,54:59.5,54:59.4,3.34,-0.51,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,4
300,-35.0,54:59.5,54:59.5,3.34,-0.51,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,4
300,-33.0,54:59.5,54:59.5,3.34,-0.51,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,4
300,-34.0,54:59.5,54:59.5,3.34,-0.51,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,4
300,-34.0,54:59.5,54:59.5,3.34,-0.51,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,4
300,-37.0,54:59.5,54:59.5,3.34,-0.51,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,4
301,-37.0,54:59.6,54:59.6,3.35,-0.53,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
301,-36.0,54:59.6,54:59.6,3.35,-0.53,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
301,-37.0,54:59.6,54:59.6,3.35,-0.53,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
301,-36.0,54:59.6,54:59.6,3.35,-0.53,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
301,-36.0,54:59.6,54:59.6,3.35,-0.53,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
301,-38.0,54:59.6,54:59.6,3.35,-0.53,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
301,-38.0,54:59.6,54:59.6,3.35,-0.53,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,5
301,-36.0,54:59.6,54:59.6,3.35,-0.53,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
302,-37.0,54:59.7,54:59.6,3.35,-0.55,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
302,-36.0,54:59.7,54:59.6,3.35,-0.55,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
302,-38.0,54:59.7,54:59.7,3.35,-0.55,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
302,-37.0,54:59.7,54:59.7,3.35,-0.55,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
302,-37.0,54:59.7,54:59.7,3.35,-0.55,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
302,-36.0,54:59.7,54:59.7,3.35,-0.55,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,5
302,-38.0,54:59.7,54:59.7,3.35,-0.55,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
303,-38.0,54:59.8,54:59.8,3.36,-0.57,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
303,-36.0,54:59.8,54:59.8,3.36,-0.57,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,5
303,-38.0,54:59.8,54:59.8,3.36,-0.57,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
303,-40.0,54:59.8,54:59.8,3.36,-0.57,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
303,-36.0,54:59.8,54:59.8,3.36,-0.57,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
303,-39.0,54:59.8,54:59.8,3.36,-0.57,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
303,-37.0,54:59.8,54:59.8,3.36,-0.57,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
303,-37.0,54:59.8,54:59.8,3.36,-0.57,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
303,-37.0,54:59.8,54:59.8,3.36,-0.57,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
303,-40.0,54:59.8,54:59.8,3.36,-0.57,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
304,-39.0,54:59.9,54:59.9,3.36,-0.6,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
304,-34.0,54:59.9,54:59.9,3.36,-0.6,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
304,-36.0,54:59.9,54:59.9,3.36,-0.6,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
304,-34.0,54:59.9,54:59.9,3.36,-0.6,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
304,-35.0,54:59.9,54:59.9,3.36,-0.6,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,5
304,-35.0,54:59.9,54:59.9,3.36,-0.6,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
304,-35.0,54:59.9,54:59.9,3.36,-0.6,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
304,-37.0,54:59.9,54:59.9,3.36,-0.6,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
304,-39.0,54:59.9,54:59.9,3.36,-0.6,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
304,-37.0,54:59.9,55:00.0,3.36,-0.6,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
304,-36.0,54:59.9,55:00.0,3.36,-0.6,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
304,-34.0,54:59.9,55:00.0,3.36,-0.6,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
305,-37.0,55:00.0,55:00.0,3.35,-0.58,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
305,-39.0,55:00.0,55:00.0,3.35,-0.58,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,5
305,-36.0,55:00.0,55:00.0,3.35,-0.58,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
305,-39.0,55:00.0,55:00.0,3.35,-0.58,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
305,-39.0,55:00.0,55:00.0,3.35,-0.58,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
305,-37.0,55:00.0,55:00.1,3.35,-0.58,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
305,-41.0,55:00.0,55:00.1,3.35,-0.58,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
305,-41.0,55:00.0,55:00.1,3.35,-0.58,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
305,-40.0,55:00.0,55:00.1,3.35,-0.58,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
305,-40.0,55:00.0,55:00.1,3.35,-0.58,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
305,-40.0,55:00.0,55:00.1,3.35,-0.58,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
305,-42.0,55:00.0,55:00.1,3.35,-0.58,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
306,-42.0,55:00.2,55:00.1,3.35,-0.6,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
306,-43.0,55:00.2,55:00.1,3.35,-0.6,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,5
306,-44.0,55:00.2,55:00.1,3.35,-0.6,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
306,-44.0,55:00.2,55:00.1,3.35,-0.6,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
306,-44.0,55:00.2,55:00.1,3.35,-0.6,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
306,-41.0,55:00.2,55:00.2,3.35,-0.6,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
306,-43.0,55:00.2,55:00.2,3.35,-0.6,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
306,-44.0,55:00.2,55:00.2,3.35,-0.6,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
306,-43.0,55:00.2,55:00.2,3.35,-0.6,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
306,-44.0,55:00.2,55:00.2,3.35,-0.6,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
307,-41.0,55:00.3,55:00.3,3.35,-0.62,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
307,-42.0,55:00.3,55:00.3,3.35,-0.62,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
307,-41.0,55:00.3,55:00.3,3.35,-0.62,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
307,-42.0,55:00.3,55:00.3,3.35,-0.62,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
307,-41.0,55:00.3,55:00.3,3.35,-0.62,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,5
308,-40.0,55:00.4,55:00.3,3.36,-0.65,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
308,-40.0,55:00.4,55:00.3,3.36,-0.65,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,6
308,-40.0,55:00.4,55:00.4,3.36,-0.65,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
308,-41.0,55:00.4,55:00.4,3.36,-0.65,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
308,-42.0,55:00.4,55:00.4,3.36,-0.65,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
308,-38.0,55:00.4,55:00.4,3.36,-0.65,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,6
308,-43.0,55:00.4,55:00.4,3.36,-0.65,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
309,-41.0,55:00.5,55:00.4,3.36,-0.67,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
309,-42.0,55:00.5,55:00.5,3.36,-0.67,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
309,-42.0,55:00.5,55:00.5,3.36,-0.67,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
309,-45.0,55:00.5,55:00.5,3.36,-0.67,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
309,-45.0,55:00.5,55:00.5,3.36,-0.67,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
309,-44.0,55:00.5,55:00.5,3.36,-0.67,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
310,-43.0,55:00.6,55:00.6,3.37,-0.69,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
310,-44.0,55:00.6,55:00.6,3.37,-0.69,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
310,-43.0,55:00.6,55:00.6,3.37,-0.69,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
310,-45.0,55:00.6,55:00.6,3.37,-0.69,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,6
311,-44.0,55:00.7,55:00.7,3.37,-0.71,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
311,-44.0,55:00.7,55:00.7,3.37,-0.71,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
311,-43.0,55:00.7,55:00.7,3.37,-0.71,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
311,-43.0,55:00.7,55:00.7,3.37,-0.71,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,6
311,-45.0,55:00.7,55:00.8,3.37,-0.71,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
311,-43.0,55:00.7,55:00.8,3.37,-0.71,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
311,-42.0,55:00.7,55:00.8,3.37,-0.71,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
311,-43.0,55:00.7,55:00.8,3.37,-0.71,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
312,-41.0,55:00.9,55:00.8,3.38,-0.73,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
312,-44.0,55:00.9,55:00.8,3.38,-0.73,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
312,-43.0,55:00.9,55:00.8,3.38,-0.73,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
312,-43.0,55:00.9,55:00.8,3.38,-0.73,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
312,-43.0,55:00.9,55:00.8,3.38,-0.73,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
312,-44.0,55:00.9,55:00.8,3.38,-0.73,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
312,-43.0,55:00.9,55:00.8,3.38,-0.73,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
312,-44.0,55:00.9,55:00.8,3.38,-0.73,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
312,-43.0,55:00.9,55:00.9,3.38,-0.73,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
312,-42.0,55:00.9,55:00.9,3.38,-0.73,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
312,-44.0,55:00.9,55:00.9,3.38,-0.73,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
312,-46.0,55:00.9,55:00.9,3.38,-0.73,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,6
313,-42.0,55:01.0,55:00.9,3.38,-0.76,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,7
313,-44.0,55:01.0,55:00.9,3.38,-0.76,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,7
313,-44.0,55:01.0,55:00.9,3.38,-0.76,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,7
313,-44.0,55:01.0,55:00.9,3.38,-0.76,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,7
313,-44.0,55:01.0,55:00.9,3.38,-0.76,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,7
313,-45.0,55:01.0,55:01.0,3.38,-0.76,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,7
313,-45.0,55:01.0,55:01.0,3.38,-0.76,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,7
313,-46.0,55:01.0,55:01.0,3.38,-0.76,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,7
313,-46.0,55:01.0,55:01.0,3.38,-0.76,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,7
313,-45.0,55:01.0,55:01.0,3.38,-0.76,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,7
313,-44.0,55:01.0,55:01.0,3.38,-0.76,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,7
313,-40.0,55:01.0,55:01.0,3.38,-0.76,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,7
313,-43.0,55:01.0,55:01.1,3.38,-0.76,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,7
314,-44.0,55:01.2,55:01.1,3.39,-0.79,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,7
314,-43.0,55:01.2,55:01.1,3.39,-0.79,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,7
314,-45.0,55:01.2,55:01.1,3.39,-0.79,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,7
314,-47.0,55:01.2,55:01.1,3.39,-0.79,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,7
314,-46.0,55:01.2,55:01.1,3.39,-0.79,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,7
314,-46.0,55:01.2,55:01.1,3.39,-0.79,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,7
314,-46.0,55:01.2,55:01.1,3.39,-0.79,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,7
314,-44.0,55:01.2,55:01.2,3.39,-0.79,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,7
314,-45.0,55:01.2,55:01.2,3.39,-0.79,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,7
314,-46.0,55:01.2,55:01.2,3.39,-0.79,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,7
314,-46.0,55:01.2,55:01.2,3.39,-0.79,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,7
314,-44.0,55:01.2,55:01.2,3.39,-0.79,50:fa:84:c9:f4:e7,ff:ff:ff:ff:ff:ff,0,1,7
315,-45.0,55:01.3,55:01.3,3.41,-0.83,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,7
315,-46.0,55:01.3,55:01.3,3.41,-0.83,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,7
315,-45.0,55:01.3,55:01.3,3.41,-0.83,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,7
315,-46.0,55:01.3,55:01.3,3.41,-0.83,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,7
315,-45.0,55:01.3,55:01.3,3.41,-0.83,50:fa:84:c9:f4:e7,38:a2:8c:92:01:bd,0,1,7
